"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",59.30165,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",62.47914,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",64.84968,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",66.36526,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",67.27595,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",67.68557,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",68.60838,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",70.77396,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",72.77157,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",74.05032,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",75.33565,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",74.72071,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",75.3082,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",76.03157,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",75.98824,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",75.80559,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",76.51663,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",77.29488,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",78.99374,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",81.28529,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",82.96037,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",83.73383,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",85.42506,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",86.82758,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",88.15102,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",90.80384,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",93.8191,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",94.84109,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",95.64275,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",97.69214,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",99.0362,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.74663,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.799,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",101.4776,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",102.4538,,
"FRA","France","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",101.9501,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1950","1950","PC","Percentage","0","Units",,,2.41154,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1951","1951","PC","Percentage","0","Units",,,19.22789,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1952","1952","PC","Percentage","0","Units",,,15.29021,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1953","1953","PC","Percentage","0","Units",,,0.01018493,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1954","1954","PC","Percentage","0","Units",,,1.343817,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1955","1955","PC","Percentage","0","Units",,,1.596661,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1956","1956","PC","Percentage","0","Units",,,6.048325,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1957","1957","PC","Percentage","0","Units",,,4.206691,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1958","1958","PC","Percentage","0","Units",,,10.10572,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1959","1959","PC","Percentage","0","Units",,,6.792722,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1960","1960","PC","Percentage","0","Units",,,0.2206929,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1961","1961","PC","Percentage","0","Units",,,5.315448,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1962","1962","PC","Percentage","0","Units",,,5.178139,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1963","1963","PC","Percentage","0","Units",,,6.433892,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1964","1964","PC","Percentage","0","Units",,,3.452232,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1965","1965","PC","Percentage","0","Units",,,2.212647,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1966","1966","PC","Percentage","0","Units",,,1.582435,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1967","1967","PC","Percentage","0","Units",,,2.34202,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1968","1968","PC","Percentage","0","Units",,,6.952205,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1969","1969","PC","Percentage","0","Units",,,5.380441,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1970","1970","PC","Percentage","0","Units",,,5.774769,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1971","1971","PC","Percentage","0","Units",,,6.173571,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1972","1972","PC","Percentage","0","Units",,,5.883126,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1973","1973","PC","Percentage","0","Units",,,7.313169,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1974","1974","PC","Percentage","0","Units",,,13.88203,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1975","1975","PC","Percentage","0","Units",,,18.76107,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1976","1976","PC","Percentage","0","Units",,,10.87949,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1977","1977","PC","Percentage","0","Units",,,9.372149,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1978","1978","PC","Percentage","0","Units",,,8.419602,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1979","1979","PC","Percentage","0","Units",,,9.388714,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1980","1980","PC","Percentage","0","Units",,,8.727934,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1981","1981","PC","Percentage","0","Units",,,12.01712,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1982","1982","PC","Percentage","0","Units",,,11.57811,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1983","1983","PC","Percentage","0","Units",,,8.240911,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1984","1984","PC","Percentage","0","Units",,,5.358176,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1985","1985","PC","Percentage","0","Units",,,3.794131,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1986","1986","PC","Percentage","0","Units",,,2.337071,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1987","1987","PC","Percentage","0","Units",,,1.372231,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1988","1988","PC","Percentage","0","Units",,,0.6088727,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1989","1989","PC","Percentage","0","Units",,,1.36337,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1990","1990","PC","Percentage","0","Units",,,3.156453,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1991","1991","PC","Percentage","0","Units",,,2.822512,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1992","1992","PC","Percentage","0","Units",,,1.75722,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1993","1993","PC","Percentage","0","Units",,,1.735744,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1994","1994","PC","Percentage","0","Units",,,-0.816265,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1995","1995","PC","Percentage","0","Units",,,0.7862533,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1996","1996","PC","Percentage","0","Units",,,0.9605374,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1997","1997","PC","Percentage","0","Units",,,-0.05699188,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1998","1998","PC","Percentage","0","Units",,,-0.2403692,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1999","1999","PC","Percentage","0","Units",,,0.937984,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2000","2000","PC","Percentage","0","Units",,,1.017103,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2001","2001","PC","Percentage","0","Units",,,2.197886,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2002","2002","PC","Percentage","0","Units",,,2.900931,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.060734,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2004","2004","PC","Percentage","0","Units",,,0.9323396,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.019768,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2006","2006","PC","Percentage","0","Units",,,1.641811,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2007","2007","PC","Percentage","0","Units",,,1.524209,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.009408,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2009","2009","PC","Percentage","0","Units",,,3.320627,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.089319,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.8452691,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.142755,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.375816,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.7173344,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.2540193,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.799045,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.6731915,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.9619732,,
"FRA","France","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.4916264,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",73.61502,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",78.64165,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",81.57775,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",82.00843,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",83.90677,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",84.13275,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",83.14272,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",83.25167,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",83.96331,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",84.75501,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",84.76415,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",85.56506,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",86.72609,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",86.26573,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",85.83492,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",84.1467,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",83.96389,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",86.31638,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",91.93961,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",90.8243,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",91.12889,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",94.22499,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.35409,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.8298,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",101.3291,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",102.7149,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",105.8152,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",109.373,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",73.36819,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",78.68156,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",81.6386,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",82.02218,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",83.8465,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",84.0458,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",82.98798,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",83.2869,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",84.13164,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",84.68801,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",84.58055,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",85.35146,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",86.52026,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",86.46636,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",85.89336,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",84.07997,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",83.78671,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",86.31569,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",91.92599,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",90.95794,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",91.16293,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",94.06182,,
