"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.09514,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.57542,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",101.404,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",102.487,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",105.5369,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",109.0329,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1992","1992","PC","Percentage","0","Units",,,7.242069,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1993","1993","PC","Percentage","0","Units",,,3.758239,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1994","1994","PC","Percentage","0","Units",,,0.4698473,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1995","1995","PC","Percentage","0","Units",,,2.224186,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1996","1996","PC","Percentage","0","Units",,,0.2376866,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1997","1997","PC","Percentage","0","Units",,,-1.258621,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1998","1998","PC","Percentage","0","Units",,,0.3601936,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1999","1999","PC","Percentage","0","Units",,,1.014251,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2000","2000","PC","Percentage","0","Units",,,0.6613175,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2001","2001","PC","Percentage","0","Units",,,-0.1268895,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2002","2002","PC","Percentage","0","Units",,,0.9114528,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2003","2003","PC","Percentage","0","Units",,,1.369395,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2004","2004","PC","Percentage","0","Units",,,-0.06230263,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2005","2005","PC","Percentage","0","Units",,,-0.6626809,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2006","2006","PC","Percentage","0","Units",,,-2.111209,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2007","2007","PC","Percentage","0","Units",,,-0.3488008,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.018365,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2009","2009","PC","Percentage","0","Units",,,6.499748,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2010","2010","PC","Percentage","0","Units",,,-1.053077,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.2253697,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.179897,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.161684,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.540434,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.484825,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.403986,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.06798,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.975936,,
"DEU","Germany","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.312537,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",60.49614,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",63.8261,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",69.17826,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",73.6626,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",76.16404,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",77.33495,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",78.96078,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",86.09119,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",88.69084,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",90.36615,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",98.3545,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",97.70154,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",100.3779,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",105.7093,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",113.1738,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",114.6049,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",113.1615,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",110.8569,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",103.2333,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",101.3837,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",99.83257,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",100.4938,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",101.592,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",102.9753,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",60.38043,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",63.6204,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",68.87847,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",73.42424,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",76.0388,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",77.26724,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",78.99525,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",85.82458,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",88.37224,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",90.48565,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",98.43686,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",97.83793,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",100.6239,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",105.7563,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",113.0997,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",114.6115,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",113.1509,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",110.6103,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",102.9734,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",100.9566,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",99.83324,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",100.3275,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",101.3518,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","IXOBSA","Index, seasonally adjusted ","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",102.5448,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1996","1996","PC","Percentage","0","Units",,,5.365925,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1997","1997","PC","Percentage","0","Units",,,8.264762,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1998","1998","PC","Percentage","0","Units",,,6.599692,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","1999","1999","PC","Percentage","0","Units",,,3.560897,,
"GRC","Greece","ULQEUL01","Unit Labour Costs ","GYSA","Quarterly change on the same quarter of the previous year, seasonally adjusted","A","Annual","2000","2000","PC","Percentage","0","Units",,,1.615541,,
